tweet_text,emotion_in_tweet_is_directed_at,is_there_an_emotion_directed_at_a_brand_or_product,clean_text
Josh Clark's (@mention iPad UI talk is fabulous. Full of objective critiques and insightful suggestions. {link} #sxsw,iPad,Positive emotion,josh clark's ( ipad ui talk is fabulous. full of objective critiques and insightful suggestions. #sxsw
@mention has his face as his iPad 2 background image. !!! #sxsw  {link},,No emotion toward brand or product,has his face as his ipad 2 background image. !!! #sxsw
At #SXSW? Don't forget to come to the #privacybootcamp for startups with @mention @mention @mention and @mention in ACC 9ABC at 3:30 CST!,,No emotion toward brand or product,at #sxsw? don't forget to come to the #privacybootcamp for startups with and in acc 9abc at 3:30 cst!
"Packing for #SXSW need a geek/batman like utility belt for my gadgets --iPhone, iPad, MBA, Apple TV, Overdrive Hotspot, Headphones etc.",,No emotion toward brand or product,"packing for #sxsw need a geek/batman like utility belt for my gadgets --iphone, ipad, mba, apple tv, overdrive hotspot, headphones etc."
Impressed so far with the iPad 2's slim form and &quot;instant on&quot;-ness that I've seen. Haven't tried one myself yet. #sxsw #sxswi,iPad,Positive emotion,impressed so far with the ipad 2's slim form and &quot;instant on&quot;-ness that i've seen. haven't tried one myself yet. #sxsw #sxswi
"Ze Frank project: walk down Google streetview down a street u've walked many times b4, and revelations pop up. #sxsw",,No emotion toward brand or product,"ze frank project: walk down google streetview down a street u've walked many times b4, and revelations pop up. #sxsw"
#google to expensive mobile data plans are killing the flavor of contextual discovery abroad #SxSW #pnid,Google,Negative emotion,#google to expensive mobile data plans are killing the flavor of contextual discovery abroad #sxsw #pnid
"Love you! RT @mention en route to austin, tx for #sxsw accompanied by fedoras + instruments + weird haircuts + apple products",,No emotion toward brand or product,"love you! rt en route to austin, tx for #sxsw accompanied by fedoras + instruments + weird haircuts + apple products"
Come see something new about Google SketchUp Pro at #SXSW {link} via @mention Google SketchUp Blog,,No emotion toward brand or product,come see something new about google sketchup pro at #sxsw via google sketchup blog
I keep winning shit! Thanks @mention for the killer iPad case. #sxsw,Other Apple product or service,Positive emotion,i keep winning shit! thanks for the killer ipad case. #sxsw
"Jadi penasaran RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",,No emotion toward brand or product,"jadi penasaran rt google to launch major new social network called circles, possibly today #sxsw"
"And now, it won't pull from website to iPhone. Awesome. Glad I wasted that time. #festivalgenius #notsomuch #sxsw",iPhone,Negative emotion,"and now, it won't pull from website to iphone. awesome. glad i wasted that time. #festivalgenius #notsomuch #sxsw"
Only stood in line for 30 minutes to buy 2 iPads at the Apple pop-up store. #apple #sxsw #ipad #austin #fuckyeah,iPad,Positive emotion,only stood in line for 30 minutes to buy 2 ipads at the apple pop-up store. #apple #sxsw #ipad #austin #fuckyeah
@mention Apple pop-up store at #sxsw was 5 blocks long! #BetterThingsToDo,Apple,Negative emotion,apple pop-up store at #sxsw was 5 blocks long! #betterthingstodo
Google to Launch Major New Social Network Called Circles!!!  #google #circles #sxsw {link},Other Google product or service,Positive emotion,google to launch major new social network called circles!!! #google #circles #sxsw
"@mention @mention @mention hope #Apple visits #Art from the iPad, 8th &amp; Congress since #SXSW Gets Own Apple Store {link}",,No emotion toward brand or product,"hope #apple visits #art from the ipad, 8th &amp; congress since #sxsw gets own apple store"
"Apple saves SXSW, set to open pop-up store {link} #Apple #SXSW",Apple,Positive emotion,"apple saves sxsw, set to open pop-up store #apple #sxsw"
#Foursquare + #Gowalla updating to V3.0; just in time for #SXSW.  Gowalla def stepped it up w/ their new #Android UI.,Android App,Positive emotion,#foursquare + #gowalla updating to v3.0; just in time for #sxsw. gowalla def stepped it up w/ their new #android ui.
Is Google launching a new social network (called Circles) today at #SXSW? {link},,No emotion toward brand or product,is google launching a new social network (called circles) today at #sxsw?
Got an iPhone or Android app? Come see me at the Microsoft booth and I'll give you a token for free entry into our marketplace. ($99) #sxsw,,No emotion toward brand or product,got an iphone or android app? come see me at the microsoft booth and i'll give you a token for free entry into our marketplace. ($99) #sxsw
At &quot;Your Mom Has an iPad&quot; session at #SXSW (@mention ACC - Ballroom B w/ 23 others) {link},,No emotion toward brand or product,at &quot;your mom has an ipad&quot; session at #sxsw ( acc - ballroom b w/ 23 others)
���@mention #sxsw ipad store sold out of everything except 64gig wifi only white�۝ @mention Did you manage to get yours?,iPad,Positive emotion,��� #sxsw ipad store sold out of everything except 64gig wifi only white�۝ did you manage to get yours?
"Apple opening a pop-up store for #SXSW. Cool, and another reason I'm #pissedimnotgoingtosxsw. {link}",Apple,Positive emotion,"apple opening a pop-up store for #sxsw. cool, and another reason i'm #pissedimnotgoingtosxsw."
RT @mention RT @mention Heading to Austin for #SXSW? The #LP Austin guide for #iPhone is free for a limited time {link} #travel,,No emotion toward brand or product,rt heading to austin for #sxsw? the #lp austin guide for #iphone is free for a limited time #travel
And... @mention starts new show and app for iPhone... Daily Grape #sxsw.,,No emotion toward brand or product,and... starts new show and app for iphone... daily grape #sxsw.
"hey @mention , i've got another gem for you --&gt; free @mention sxsw {link} #SXSW",,No emotion toward brand or product,"hey , i've got another gem for you --&gt; free sxsw #sxsw"
"Listening to marissa meyer, head of google social get grilled about JC Penney lol #sxsw",,No emotion toward brand or product,"listening to marissa meyer, head of google social get grilled about jc penney lol #sxsw"
RT @mention RT @mention RT @mention #SXSW a line of about 100 outside Apple pop- up store at Sixth &amp; Congress,,No emotion toward brand or product,rt rt #sxsw a line of about 100 outside apple pop- up store at sixth &amp; congress
.@mention Team Android at #SXSW party details {link} &lt;---Note video of @mention showing how close Rainey St is to ACC,,No emotion toward brand or product,. team android at #sxsw party details &lt;---note video of showing how close rainey st is to acc
"@mention you might also appreciate new iPhone app tweetcaster. Zip it feature let's you hide ANY keywords or hashtag, incl of course #sxsw :)",iPad or iPhone App,Positive emotion,"you might also appreciate new iphone app tweetcaster. zip it feature let's you hide any keywords or hashtag, incl of course #sxsw :)"
Scavenger Hunt game for businesses released as app for the iPhone at #SXSW {link},,No emotion toward brand or product,scavenger hunt game for businesses released as app for the iphone at #sxsw
How do you use maps? Mayer: 40% Of Google Maps Usage Is Mobile (There r 150 Million Mobile Users) {link} via @mention #sxsw,,No emotion toward brand or product,how do you use maps? mayer: 40% of google maps usage is mobile (there r 150 million mobile users) via #sxsw
Am I the only one left with an iPad 1 #sxsw,,No emotion toward brand or product,am i the only one left with an ipad 1 #sxsw
At #SXSW and having 10 times better luck with my Verizon air card than my AT&amp;T iPhone.,,No emotion toward brand or product,at #sxsw and having 10 times better luck with my verizon air card than my at&amp;t iphone.
Opening Night at the #SXSW iPad 2 Pop-up Store {link},,No emotion toward brand or product,opening night at the #sxsw ipad 2 pop-up store
RT @mention Cameron Sinclair @mention Spearheads Japan Disaster Relief From #SXSW Via Twitter &amp; iPhone {link} //,,No emotion toward brand or product,cameron sinclair spearheads japan disaster relief from #sxsw via twitter &amp; iphone //
RT @mention RT @mention It's not a rumor: Apple is opening up a temporary store in Austin for #SXSW &amp; iPad 2 launch {link},,No emotion toward brand or product,rt it's not a rumor: apple is opening up a temporary store in austin for #sxsw &amp; ipad 2 launch
"Last session of #sxsw for me - HTML5 with reps from google, ms, opera and mozilla.",,No emotion toward brand or product,"last session of #sxsw for me - html5 with reps from google, ms, opera and mozilla."
all the cool apps coming out at #SXSW are making me miss my iPhone 4 in a big way,iPad or iPhone App,Positive emotion,all the cool apps coming out at #sxsw are making me miss my iphone 4 in a big way
Win an iPad2 by signing up here: {link} #sxsw #wantlet,,No emotion toward brand or product,win an ipad2 by signing up here: #sxsw #wantlet
Niceness RT @mention Less than 2 hours until we announce the details on the iPad 2 giveaway! #SXSW #SXSWi,iPad,Positive emotion,niceness rt less than 2 hours until we announce the details on the ipad 2 giveaway! #sxsw #sxswi
#Apple and #HP are 'popping in' for #SXSW; both setting up temp sites: {link} #Austin #Atx #Austinbusiness,,No emotion toward brand or product,#apple and #hp are 'popping in' for #sxsw; both setting up temp sites: #austin #atx #austinbusiness
#sxsw @mention rocks the casbah at @mention @mention #partylikeits1986 for digital rights  {link},,No emotion toward brand or product,#sxsw rocks the casbah at #partylikeits1986 for digital rights
"Also, iPad 2 ordered. Now I don't have to stand in line, wasting valuable fellowship time. #sxsw",iPad,Positive emotion,"also, ipad 2 ordered. now i don't have to stand in line, wasting valuable fellowship time. #sxsw"
#SXSW party time with @mention and @mention thanks @mention,,No emotion toward brand or product,#sxsw party time with and thanks
Gotta admit this Apple Pop-up shop thing at #sxsw is pretty brilliant. So someone at AAPL knows what they're doing,Apple,Positive emotion,gotta admit this apple pop-up shop thing at #sxsw is pretty brilliant. so someone at aapl knows what they're doing
RT @mention Note to self: never try to convince a person how useful Twitter is on a day featuring both #SXSW &amp; Apple product release.,,No emotion toward brand or product,note to self: never try to convince a person how useful twitter is on a day featuring both #sxsw &amp; apple product release.
